axis,speed_m_per_s,pair_scalar_shift_hz,pair_vector_shift_hz,pair_tensor_shift_hz,pair_scalar_plus_tensor_shift_hz,pair_total_shift_hz
z,-22.25,-5450794.067383159,139239.78790781554,5447945.266768995,-2848.800614164211,136390.98729365133
z,-22.125,-5450746.962630131,138457.2493312247,5447929.1381168775,-2817.824513253756,135639.42481797095
z,-22.0,-5450699.857400946,137674.7107435139,5447913.00929982,-2786.84810112603,134887.86264238786
z,-21.875,-5450652.752401441,136892.17202183977,5447896.880562356,-2755.871839085594,134136.30018275417
z,-21.75,-5450605.81948055,136109.51954170316,5447880.810955463,-2725.008525086567,133384.5110166166
z,-21.625,-5450559.706199599,135326.32560352422,5447865.023001449,-2694.6831981502473,132631.64240537398
z,-21.5,-5450513.592902206,134543.13138606772,5447849.2350418065,-2664.35786039941,131878.7735256683
z,-21.375,-5450467.4793747775,133759.93730280641,5447833.447002446,-2634.0323723312467,131125.90493047517
z,-21.25,-5450422.31093172,132977.3697165111,5447817.981416114,-2604.329515606165,130373.04020090494
z,-21.125,-5450377.302293943,132194.90779994708,5447802.570353462,-2574.7319404808804,129620.1758594662
z,-21.0,-5450332.293442182,131412.4462965941,5447787.15921659,-2545.134225592017,128867.31207100209
z,-20.875,-5450287.284804406,130629.98438003007,5447771.748153939,-2515.5366504667327,128114.44772956334
z,-20.75,-5450242.606611397,129847.30433798023,5447756.45062466,-2486.15598673746,127361.14835124277
z,-20.625,-5450198.592020437,129064.18561907858,5447741.38109207,-2457.210928367451,126606.97469071113
z,-20.5,-5450154.577429479,128281.06690017413,5447726.31155948,-2428.2658699993044,125852.80103017483
z,-20.375,-5450110.577971542,127497.95794383343,5447711.247190944,-2399.330780598335,125098.6271632351
z,-20.25,-5450067.664682724,126715.5695638666,5447696.553469978,-2371.111212745309,124344.45835112128
z,-20.125,-5450024.751869984,125933.18119402789,5447681.859913927,-2342.8919560573995,123590.28923797049
z,-20.0,-5449981.839026639,125150.79226620868,5447667.1663473975,-2314.6726792417467,122836.11958696693
z,-19.875,-5449938.9262139,124368.4038963709,5447652.472791346,-2286.4534225538373,122081.95047381707
z,-19.75,-5449896.501983898,123585.69223010167,5447637.947073329,-2258.5549105685204,121327.13731953315
z,-19.625,-5449854.585519516,122802.64491094742,5447623.595784454,-2230.989735062234,120571.65517588519
z,-19.5,-5449812.668839336,122019.59800568316,5447609.244420733,-2203.42441860307,119816.17358708009
z,-19.375,-5449770.941378525,121236.67625219654,5447594.957638072,-2175.9837404536083,119060.69251174293
z,-19.25,-5449730.1242152415,120454.35756927636,5447580.981544804,-2149.1426704376936,118305.21489883866
z,-19.125,-5449689.306821215,119672.03902101982,5447567.005371574,-2122.301449640654,117549.73757137917
z,-19.0,-5449648.489657931,118889.72033810057,5447553.029278306,-2095.4603796247393,116794.25995847583
z,-18.875,-5449607.672249349,118107.40151087847,5447539.053100094,-2068.619149254635,116038.78236162383
z,-18.75,-5449567.502741078,117324.65431955364,5447525.29945373,-2042.2032873481512,115282.45103220548
z,-18.625,-5449527.684296941,116541.67536328733,5447511.66638819,-2016.0179087510332,114525.6574545363
z,-18.5,-5449487.865838606,115758.69612782169,5447498.033317789,-1989.8325208164752,113768.86360700522
z,-18.375,-5449448.409863749,114975.9574106019,5447484.523984816,-1963.8858789326623,113012.07153166924
z,-18.25,-5449409.687547501,114193.70496927295,5447471.2650924465,-1938.4224550547078,112255.28251421824
z,-18.125,-5449370.965231255,113411.45252794214,5447458.006200078,-1912.9590311767533,111498.49349676538
z,-18.0,-5449332.243146107,112629.19995171297,5447444.747387791,-1887.4957583155483,110741.70419339743
z,-17.875,-5449293.52082986,111846.94751038402,5447431.488495422,-1862.0323344385251,109984.9151759455
z,-17.75,-5449255.606959192,111064.16055969335,5447418.507234603,-1837.0997245889157,109227.06083510444
z,-17.625,-5449217.886811357,110281.24646359961,5447405.592503762,-1812.2943075951189,108468.9521560045
z,-17.5,-5449180.165452439,109498.33192647621,5447392.677353474,-1787.4880989650264,107710.84382751118
z,-17.375,-5449142.979366011,108715.77210227493,5447379.94495662,-1763.0344093907624,106952.73769288417
z,-17.25,-5449106.351795442,107933.58245025016,5447367.403245293,-1738.9485501497984,106194.63390010037
z,-17.125,-5449069.724456331,107151.39266308676,5447354.861614171,-1714.8628421593457,105436.52982092742
z,-17.0,-5449033.09713028,106369.20315484237,5447342.319987522,-1690.7771427575499,104678.42601208482
z,-16.875,-5448996.4695597105,105587.0135028176,5447329.778276196,-1666.6912835147232,103920.32221930288
z,-16.75,-5448960.811691515,104804.18270731997,5447317.569522906,-1643.242168609053,103160.94053871091
z,-16.625,-5448925.18805596,104021.32956495974,5447305.3725237325,-1619.815532227978,102401.51403273176
z,-16.5,-5448889.564175889,103238.47627881914,5447293.175439883,-1596.3887360058725,101642.08754281327
z,-16.375,-5448854.646666838,102456.09109721519,5447281.219563777,-1573.427103061229,100882.66399415396
z,-16.25,-5448820.114238995,101673.96079756878,5447269.395185465,-1550.7190535301343,100123.24174403865
z,-16.125,-5448785.581091084,100891.83034624718,5447257.570557735,-1528.0105333486572,99363.81981289852
z,-16.0,-5448751.048919685,100109.70046902541,5447245.746268183,-1505.302651502192,98604.39781752322
z,-15.875,-5448716.641111556,99327.48744326178,5447233.964671117,-1482.676440439187,97844.8110028226
z,-15.75,-5448683.114541811,98544.69172735047,5447222.485609428,-1460.6289323829114,97084.06279496755
z,-15.625,-5448649.587495764,97761.89600352477,5447211.006382743,-1438.5811130208895,96323.31489050388
z,-15.5,-5448616.060937973,96979.10056674853,5447199.527325146,-1416.533612826839,95562.56695392169
z,-15.375,-5448583.411042837,96196.88607226405,5447188.34767374,-1395.0633690971881,94801.82270316686
z,-15.25,-5448550.972587398,95414.81139968801,5447177.2402366735,-1373.7323507247493,94041.07904896326
z,-15.125,-5448518.534143528,94632.73700598814,5447166.132803567,-1352.4013399612159,93280.33566602692
z,-15.0,-5448486.095455917,93850.66246902291,5447155.02528605,-1331.0701698670164,92519.59229915589
z,-14.875,-5448453.941720601,93068.39948099852,5447144.015578266,-1309.926142334938,91758.47333866358
z,-14.75,-5448422.511823587,92285.65815585107,5447133.254331049,-1289.2574925385416,90996.40066331252
z,-14.625,-5448391.082147897,91502.91641573701,5447122.493160568,-1268.5889873290434,90234.32742840797
z,-14.5,-5448359.652250882,90720.17509058956,5447111.7319133505,-1247.9203375317156,89472.25475305784
z,-14.375,-5448329.269138709,89938.12736691441,5447101.328235442,-1227.9409032668918,88710.18646364752
z,-14.25,-5448298.9245082345,89156.10515951179,5447090.937701272,-1207.986806962639,87948.11835254915
z,-14.125,-5448268.579877758,88374.08295211103,5447080.547167103,-1188.0327106555924,87186.05024145544
z,-14.0,-5448238.235490637,87592.06088772137,5447070.156717213,-1168.0787734240294,86423.98211429734
z,-13.875,-5448208.336915009,86809.74369489122,5447059.919268187,-1148.4176468215883,85661.32604806963
z,-13.75,-5448179.003291884,86027.05288711656,5447049.875709742,-1129.1275821421295,84897.92530497443
z,-13.625,-5448149.670134544,85244.3618071666,5447039.832312696,-1109.8378218486905,84134.52398531791
z,-13.5,-5448120.469424814,84461.75906260032,5447029.834163403,-1090.6352614108473,83371.12380118947
z,-13.375,-5448092.218320938,83679.78578006942,5447020.160440738,-1072.0578801995143,82607.7278998699
z,-13.25,-5448063.967449954,82897.8123614518,5447010.486798771,-1053.4806511830539,81844.33171026874
z,-13.125,-5448035.716821937,82115.83908558916,5447000.813240951,-1034.9035809859633,81080.9355046032
z,-13.0,-5448007.46619392,81333.8658097256,5446991.139683131,-1016.3265107888728,80317.53929893672
z,-12.875,-5447979.823248204,80551.49034869391,5446981.674647674,-998.1486005298793,79553.34174816404
z,-12.75,-5447952.586299254,79768.8466791492,5446972.348928228,-980.237371025607,78788.60930812359
z,-12.625,-5447925.348640829,78986.20313950069,5446963.022962991,-962.3256778381765,78023.87746166252
z,-12.5,-5447898.414942434,78203.7606850937,5446953.80086255,-944.6140798842534,77259.14660520945
z,-12.375,-5447872.257929044,77421.83277288545,5446944.84415787,-927.4137711739168,76494.41900171153
z,-12.25,-5447846.100906326,76639.90458185319,5446935.887449997,-910.2134563298896,75729.6911255233
z,-12.125,-5447819.943650354,75857.97652714606,5446926.930661302,-893.01298905164,74964.96353809442
z,-12.0,-5447793.786394382,75076.04847243894,5446917.973872607,-875.8125217752531,74200.23595066369
z,-11.875,-5447768.399466405,74293.6112173535,5446909.281375913,-859.1180904917419,73434.49312686175
z,-11.75,-5447743.257830467,73511.01111754868,5446900.673034693,-842.5847957739606,72668.42632177472
z,-11.625,-5447718.116670728,72728.41102367826,5446892.064858435,-826.051812293008,71902.35921138525
z,-11.5,-5447693.449398116,71946.12512097415,5446883.618637967,-809.8307601492852,71136.29436082486
z,-11.375,-5447669.385637252,71164.23904519994,5446875.378671296,-794.0069659557194,70370.23207924422
z,-11.25,-5447645.321391992,70382.35268493462,5446867.138536857,-778.1828551348299,69604.1698297998
z,-11.125,-5447621.257388931,69600.46646691393,5446858.898486301,-762.3589026294649,68838.10756428447
z,-11.0,-5447597.193385867,68818.58024889603,5446850.658435747,-746.5349501203746,68072.04529877566
z,-10.875,-5447574.063236566,68036.07665676903,5446842.738731389,-731.3245051773265,67304.7521515917
z,-10.75,-5447551.017658411,67253.5168049261,5446834.848036293,-716.1696221176535,66537.34718280844
z,-10.625,-5447527.972080256,66470.95695308596,5446826.957341195,-701.0147390607744,65769.94221402518
z,-10.5,-5447505.569315506,65688.82291108556,5446819.286369344,-686.2829461619258,65002.539964923635
z,-10.375,-5447483.5988386795,64906.97520530224,5446811.763161074,-671.8356776051223,64235.139527697116
z,-10.25,-5447461.628120039,64125.12735752482,5446804.239869053,-657.3882509861141,63467.739106538706
z,-10.125,-5447439.657401397,63343.27950974926,5446796.716577031,-642.9408243661746,62700.33868538309
z,-10.0,-5447417.763396252,62561.380934069864,5446789.219597032,-628.543799219653,61932.83713485021
z,-9.875,-5447396.813944327,61778.85812363122,5446782.046580834,-614.7673634923995,61164.09076013882
z,-9.75,-5447375.864008772,60996.335029209964,5446774.873397128,-600.9906116444618,60395.3444175655
z,-9.625,-5447354.914073218,60213.81193478778,5446767.700213422,-587.2138597955927,59626.59807499219
z,-9.5,-5447334.77491392,59431.82617336884,5446760.80420946,-573.9707044605166,58857.855468908325
z,-9.375,-5447314.897065774,58650.01293246914,5446753.997541258,-560.8995245154947,58089.11340795364
z,-9.25,-5447295.019466148,57868.20011209324,5446747.190959105,-547.82850704249,57320.37160505075
z,-9.125,-5447275.141859434,57086.38701293152,5446740.384374527,-534.757484906353,56551.629528025165
z,-9.0,-5447255.502831188,56304.416068442166,5446733.659603863,-521.8432273250073,55782.57284111716
z,-8.875,-5447236.648385251,55521.9260974722,5446727.203886831,-509.44449841976166,55012.48159905244
z,-8.75,-5447217.793946039,54739.436405527405,5446720.7481721025,-497.0457739364356,54242.39063159097
z,-8.625,-5447198.939500103,53956.94643455651,5446714.292455071,-484.64704503212124,53472.299389524385
z,-8.5,-5447181.063560577,53175.10455619078,5446708.171316322,-472.8922442551702,52702.21231193561
z,-8.375,-5447163.279109611,52393.32296238933,5446702.081462171,-461.19764744024724,51932.12531494908
z,-8.25,-5447145.494182887,51611.54136438854,5446695.991443207,-449.50273967999965,51162.03862470854
z,-8.125,-5447127.709497213,50829.75990787428,5446689.901507735,-437.80798947811127,50391.95191839617
z,-8.0,-5447110.32648693,50047.71241104975,5446683.949294324,-426.37719260621816,49621.335218443535
z,-7.875,-5447093.567422915,49265.25212549511,5446678.21101409,-415.3564088251442,48849.89571666997
z,-7.75,-5447076.808358898,48482.79183993954,5446672.472733855,-404.33562504313886,48078.4562148964
z,-7.625,-5447060.12752673,47700.38336646091,5446666.761207619,-393.36631911154836,47307.01704734936
z,-7.5,-5447044.435510118,46918.62975625601,5446661.387840996,-383.04766912199557,46535.58208713401
z,-7.375,-5447028.743247239,46136.875726055354,5446656.014389092,-372.7288581468165,45764.14686790854
z,-7.25,-5447013.0507548805,45355.12211214658,5446650.640857659,-362.4098972212523,44992.71221492533
z,-7.125,-5446997.358497599,44573.36836070847,5446645.2674076725,-352.09108992666006,44221.27727078181
z,-7.0,-5446982.2320197765,43791.240274733864,5446640.087915992,-342.1441037841141,43449.09617094975
z,-6.875,-5446967.56829258,43008.8063212689,5446635.067063533,-332.50122904684395,42676.30509222206
z,-6.75,-5446952.904565385,42226.3723678058,5446630.046211071,-322.85835431329906,41903.5140134925
z,-6.625,-5446938.487487517,41444.10147945117,5446625.109722523,-313.37776499427855,41130.72371445689
z,-6.5,-5446924.887775867,40662.372176076286,5446620.452804796,-304.4349710708484,40357.93720500544
z,-6.375,-5446911.288064217,39880.642872705124,5446615.79588707,-295.49217714741826,39585.150695557706
z,-6.25,-5446897.688352567,39098.91356933117,5446611.138969342,-286.54938322491944,38812.36418610625
z,-6.125,-5446884.088640917,38317.18426595628,5446606.482051616,-277.6065893014893,38039.57767665479
z,-6.0,-5446871.219666602,37534.97175788507,5446602.075603273,-269.1440633293241,37265.827694555745
z,-5.875,-5446858.650791405,36752.56038419437,5446597.772016436,-260.87877496890724,36491.68160922546
z,-5.75,-5446846.081916209,35970.14901050646,5446593.468429601,-252.61348660849035,35717.53552389797
z,-5.625,-5446833.927261582,35188.011932695284,5446589.306545851,-244.62071573082358,34943.39121696446
z,-5.5,-5446822.419726791,34406.3033942366,5446585.366037998,-237.05368879251182,34169.24970544409
z,-5.375,-5446810.912431911,33624.594996511936,5446581.425613249,-229.48681866191328,33395.10817785002
z,-5.25,-5446799.405856769,32842.88702098653,5446577.485437809,-221.9204189600423,32620.966602026485
z,-5.125,-5446787.898561889,32061.17862326,5446573.545013059,-214.35354883037508,31846.825074429624
z,-5.0,-5446777.287023088,31278.877194968052,5446569.911568746,-207.37545434199274,31071.50174062606
z,-4.875,-5446766.81308249,30496.48501600325,5446566.325281097,-200.487801393494,30295.997214609757
z,-4.75,-5446756.339141892,29714.09283703845,5446562.738993447,-193.60014844499528,29520.492688593455
z,-4.625,-5446746.446433309,28932.08522631228,5446559.351576416,-187.09485689364374,28744.990369418636
z,-4.5,-5446737.031501288,28150.39427005872,5446556.1276304955,-180.90387079212815,27969.490399266593
z,-4.375,-5446727.616569266,27368.703313807957,5446552.903684573,-174.7128846924752,27193.99042911548
z,-4.25,-5446718.201876778,26587.012498040684,5446549.679821627,-168.52205515094101,26418.490442889743
z,-4.125,-5446708.813130858,25805.304195110686,5446546.464847518,-162.34828334022313,25642.955911770463
z,-4.0,-5446700.434372198,25022.927569341846,5446543.595948875,-156.83842332288623,24866.08914601896
z,-3.875,-5446692.05537699,24240.5510820793,5446540.726968284,-151.32840870600194,24089.222673373297
z,-3.75,-5446683.676621316,23458.17473529745,5446537.858070666,-145.81855065003037,23312.35618464742
z,-3.625,-5446676.044560941,22676.29279773496,5446535.244696926,-140.79986401461065,22535.49293372035
z,-3.5,-5446668.7219728455,21894.61576349102,5446532.737226985,-135.9847458600998,21758.63101763092
z,-3.375,-5446661.399148203,21112.938867750578,5446530.229675092,-131.1694731116295,20981.769394638948
z,-3.25,-5446654.076799266,20331.261973736808,5446527.722287996,-126.35451127029955,20204.907462466508
z,-3.125,-5446646.945205992,19549.458258721977,5446525.280252131,-121.66495386138558,19427.793304860592
z,-3.0,-5446640.661006264,18767.094019421376,5446523.128529966,-117.53247629851103,18649.561543122865
z,-2.875,-5446634.376806539,17984.729780120775,5446520.976807801,-113.39999873749912,17871.329781383276
z,-2.75,-5446628.092606813,17202.36554081738,5446518.825085636,-109.26752117648721,17093.098019640893
z,-2.625,-5446622.720185032,16420.60525302589,5446516.985430593,-105.73475443944335,16314.870498586446
z,-2.5,-5446617.4897500295,15638.938674049452,5446515.194373403,-102.29537662677467,15536.643297422677
z,-2.375,-5446612.259315029,14857.27209507674,5446513.403316213,-98.85599881596863,14758.416096260771
z,-2.25,-5446607.029118809,14075.605656085536,5446511.612341738,-95.41677707061172,13980.188879014924
z,-2.125,-5446602.155308934,13293.703065733425,5446509.94344417,-92.21186476387084,13201.491200969554
z,-2.0,-5446597.965827247,12511.34754030127,5446508.508956084,-89.4568711631,12421.89066913817
z,-1.875,-5446593.776347054,11728.992293845862,5446507.07446851,-86.70187854394317,11642.290415301919
z,-1.75,-5446589.6120031215,10946.65341000259,5446505.64858556,-83.96341756172478,10862.689992440864
z,-1.625,-5446586.473762672,10164.993822907098,5446504.573957542,-81.89980513043702,10083.09401777666
z,-1.5,-5446583.335522222,9383.334235811606,5446503.499329522,-79.83619270008057,9303.498043111525
z,-1.375,-5446580.197281772,8601.67464871332,5446502.424701504,-77.77258026786149,8523.902068445459
z,-1.25,-5446577.059041323,7820.015061617829,5446501.350073487,-75.70896783657372,7744.306093781255
z,-1.125,-5446574.443144189,7038.009445229545,5446500.454339583,-73.98880460578948,6964.020640623756
z,-1.0,-5446572.3484042715,6255.659179686569,5446499.737095449,-72.61130882240832,6183.04787086416
z,-0.875,-5446570.253664354,5473.308914139867,5446499.019851312,-71.23381304182112,5402.075101098046
z,-0.75,-5446568.35061191,4691.085504498333,5446498.368238043,-69.98237386718392,4621.103130631149
z,-0.625,-5446567.304268794,3909.4292681915686,5446498.009937469,-69.29433132521808,3840.1349368663505
z,-0.5,-5446566.258163713,3127.773171368055,5446497.651719356,-68.60644435696304,3059.166727011092
z,-0.375,-5446565.21205863,2346.1170745473355,5446497.293501242,-67.91855738777667,2278.198517159559
z,-0.25,-5446564.165953549,1564.4609777256846,5446496.935283128,-67.23067042045295,1497.2303073052317
z,-0.125,-5446563.809231322,782.3485418306664,5446496.813129666,-66.99610165599734,715.352440174669
z,0.0,-5446563.809231322,0.0,5446496.813129666,-66.99610165599734,-66.99610165599734
z,0.125,-5446563.809231322,-782.3485418306664,5446496.813129666,-66.99610165599734,-849.3446434866637
z,0.25,-5446564.165953549,-1564.4609777256846,5446496.935283128,-67.23067042045295,-1631.6916481461376
z,0.375,-5446565.21205863,-2346.1170745473355,5446497.293501242,-67.91855738777667,-2414.035631935112
z,0.5,-5446566.258163713,-3127.773171368055,5446497.651719356,-68.60644435696304,-3196.379615725018
z,0.625,-5446567.304268794,-3909.4292681915686,5446498.009937469,-69.29433132521808,-3978.7235995167866
z,0.75,-5446568.35061191,-4691.085504498333,5446498.368238043,-69.98237386718392,-4761.067878365517
z,0.875,-5446570.253664354,-5473.308914139867,5446499.019851312,-71.23381304182112,-5544.542727181688
z,1.0,-5446572.3484042715,-6255.659179686569,5446499.737095449,-72.61130882240832,-6328.270488508977
z,1.125,-5446574.443144189,-7038.009445229545,5446500.454339583,-73.98880460578948,-7111.998249835335
z,1.25,-5446577.059041323,-7820.015061617829,5446501.350073487,-75.70896783657372,-7895.724029454403
z,1.375,-5446580.197281772,-8601.67464871332,5446502.424701504,-77.77258026786149,-8679.447228981182
z,1.5,-5446583.335522222,-9383.334235811606,5446503.499329522,-79.83619270008057,-9463.170428511687
z,1.625,-5446586.473762672,-10164.993822907098,5446504.573957542,-81.89980513043702,-10246.893628037535
z,1.75,-5446589.6120031215,-10946.65341000259,5446505.64858556,-83.96341756172478,-11030.616827564314
z,1.875,-5446593.776347054,-11728.992293845862,5446507.07446851,-86.70187854394317,-11815.694172389805
z,2.0,-5446597.965827247,-12511.34754030127,5446508.508956084,-89.4568711631,-12600.80441146437
z,2.125,-5446602.155308934,-13293.703065733425,5446509.94344417,-92.21186476387084,-13385.914930497296
z,2.25,-5446607.029118809,-14075.605656085536,5446511.612341738,-95.41677707061172,-14171.022433156148
z,2.375,-5446612.259315029,-14857.27209507674,5446513.403316213,-98.85599881596863,-14956.128093892708
z,2.5,-5446617.4897500295,-15638.938674049452,5446515.194373403,-102.29537662677467,-15741.234050676227
z,2.625,-5446622.720185032,-16420.60525302589,5446516.985430593,-105.73475443944335,-16526.340007465333
z,2.75,-5446628.092606813,-17202.36554081738,5446518.825085636,-109.26752117648721,-17311.633061993867
z,2.875,-5446634.376806539,-17984.729780120775,5446520.976807801,-113.39999873749912,-18098.129778858274
z,3.0,-5446640.661006264,-18767.094019421376,5446523.128529966,-117.53247629851103,-18884.626495719887
z,3.125,-5446646.945205992,-19549.458258721977,5446525.280252131,-121.66495386138558,-19671.123212583363
z,3.25,-5446654.076799266,-20331.261973736808,5446527.722287996,-126.35451127029955,-20457.616485007107
z,3.375,-5446661.399148203,-21112.938867750578,5446530.229675092,-131.1694731116295,-21244.108340862207
z,3.5,-5446668.7219728455,-21894.61576349102,5446532.737226985,-135.9847458600998,-22030.60050935112
z,3.625,-5446676.044560941,-22676.29279773496,5446535.244696926,-140.79986401461065,-22817.09266174957
z,3.75,-5446683.676621316,-23458.17473529745,5446537.858070666,-145.81855065003037,-23603.99328594748
z,3.875,-5446692.05537699,-24240.5510820793,5446540.726968284,-151.32840870600194,-24391.8794907853
z,4.0,-5446700.434372198,-25022.927569341846,5446543.595948875,-156.83842332288623,-25179.765992664732
z,4.125,-5446708.813130858,-25805.304195110686,5446546.464847518,-162.34828334022313,-25967.65247845091
z,4.25,-5446718.201876778,-26587.012498040684,5446549.679821627,-168.52205515094101,-26755.534553191625
z,4.375,-5446727.616569266,-27368.703313807957,5446552.903684573,-174.7128846924752,-27543.416198500432
z,4.5,-5446737.031501288,-28150.39427005872,5446556.1276304955,-180.90387079212815,-28331.29814085085
z,4.625,-5446746.446433309,-28932.08522631228,5446559.351576416,-187.09485689364374,-29119.180083205923
z,4.75,-5446756.339141892,-29714.09283703845,5446562.738993447,-193.60014844499528,-29907.692985483445
z,4.875,-5446766.81308249,-30496.48501600325,5446566.325281097,-200.487801393494,-30696.972817396745
z,5.0,-5446777.287023088,-31278.877194968052,5446569.911568746,-207.37545434199274,-31486.252649310045
z,5.125,-5446787.898561889,-32061.17862326,5446573.545013059,-214.35354883037508,-32275.532172090374
z,5.25,-5446799.405856769,-32842.88702098653,5446577.485437809,-221.9204189600423,-33064.80743994657
z,5.375,-5446810.912431911,-33624.594996511936,5446581.425613249,-229.48681866191328,-33854.08181517385
z,5.5,-5446822.419726791,-34406.3033942366,5446585.366037998,-237.05368879251182,-34643.357083029114
z,5.625,-5446833.927261582,-35188.011932695284,5446589.306545851,-244.62071573082358,-35432.63264842611
z,5.75,-5446846.081916209,-35970.14901050646,5446593.468429601,-252.61348660849035,-36222.76249711495
z,5.875,-5446858.650791405,-36752.56038419437,5446597.772016436,-260.87877496890724,-37013.439159163274
z,6.0,-5446871.219666602,-37534.97175788507,5446602.075603273,-269.1440633293241,-37804.11582121439
z,6.125,-5446884.088640917,-38317.18426595628,5446606.482051616,-277.6065893014893,-38594.79085525777
z,6.25,-5446897.688352567,-39098.91356933117,5446611.138969342,-286.54938322491944,-39385.46295255609
z,6.375,-5446911.288064217,-39880.642872705124,5446615.79588707,-295.49217714741826,-40176.13504985254
z,6.5,-5446924.887775867,-40662.372176076286,5446620.452804796,-304.4349710708484,-40966.807147147134
z,6.625,-5446938.487487517,-41444.10147945117,5446625.109722523,-313.37776499427855,-41757.47924444545
z,6.75,-5446952.904565385,-42226.3723678058,5446630.046211071,-322.85835431329906,-42549.2307221191
z,6.875,-5446967.56829258,-43008.8063212689,5446635.067063533,-332.50122904684395,-43341.307550315745
z,7.0,-5446982.2320197765,-43791.240274733864,5446640.087915992,-342.1441037841141,-44133.38437851798
z,7.125,-5446997.358497599,-44573.36836070847,5446645.2674076725,-352.09108992666006,-44925.45945063513
z,7.25,-5447013.0507548805,-45355.12211214658,5446650.640857659,-362.4098972212523,-45717.53200936783
z,7.375,-5447028.743247239,-46136.875726055354,5446656.014389092,-372.7288581468165,-46509.60458420217
z,7.5,-5447044.435510118,-46918.62975625601,5446661.387840996,-383.04766912199557,-47301.677425378
z,7.625,-5447060.12752673,-47700.38336646091,5446666.761207619,-393.36631911154836,-48093.74968557246
z,7.75,-5447076.808358898,-48482.79183993954,5446672.472733855,-404.33562504313886,-48887.12746498268
z,7.875,-5447093.567422915,-49265.25212549511,5446678.21101409,-415.3564088251442,-49680.60853432026
z,8.0,-5447110.32648693,-50047.71241104975,5446683.949294324,-426.37719260621816,-50474.08960365597
z,8.125,-5447127.709497213,-50829.75990787428,5446689.901507735,-437.80798947811127,-51267.56789735239
z,8.25,-5447145.494182887,-51611.54136438854,5446695.991443207,-449.50273967999965,-52061.04410406854
z,8.375,-5447163.279109611,-52393.32296238933,5446702.081462171,-461.19764744024724,-52854.520609829575
z,8.5,-5447181.063560577,-53175.10455619078,5446708.171316322,-472.8922442551702,-53647.99680044595
z,8.625,-5447198.939500103,-53956.94643455651,5446714.292455071,-484.64704503212124,-54441.59347958863
z,8.75,-5447217.793946039,-54739.436405527405,5446720.7481721025,-497.0457739364356,-55236.48217946384
z,8.875,-5447236.648385251,-55521.9260974722,5446727.203886831,-509.44449841976166,-56031.37059589196
z,9.0,-5447255.502831188,-56304.416068442166,5446733.659603863,-521.8432273250073,-56826.25929576717
z,9.125,-5447275.141859434,-57086.38701293152,5446740.384374527,-534.757484906353,-57621.14449783787
z,9.25,-5447295.019466148,-57868.20011209324,5446747.190959105,-547.82850704249,-58416.02861913573
z,9.375,-5447314.897065774,-58650.01293246914,5446753.997541258,-560.8995245154947,-59210.91245698463
z,9.5,-5447334.77491392,-59431.82617336884,5446760.80420946,-573.9707044605166,-60005.79687782936
z,9.625,-5447354.914073218,-60213.81193478778,5446767.700213422,-587.2138597955927,-60801.02579458337
z,9.75,-5447375.864008772,-60996.335029209964,5446774.873397128,-600.9906116444618,-61597.325640854426
z,9.875,-5447396.813944327,-61778.85812363122,5446782.046580834,-614.7673634923995,-62393.625487123616
z,10.0,-5447417.763396252,-62561.380934069864,5446789.219597032,-628.543799219653,-63189.92473328952
z,10.125,-5447439.657401397,-63343.27950974926,5446796.716577031,-642.9408243661746,-63986.22033411544
z,10.25,-5447461.628120039,-64125.12735752482,5446804.239869053,-657.3882509861141,-64782.515608510934
z,10.375,-5447483.5988386795,-64906.97520530224,5446811.763161074,-671.8356776051223,-65578.81088290736
z,10.5,-5447505.569315506,-65688.82291108556,5446819.286369344,-686.2829461619258,-66375.10585724749
z,10.625,-5447527.972080256,-66470.95695308596,5446826.957341195,-701.0147390607744,-67171.97169214673
z,10.75,-5447551.017658411,-67253.5168049261,5446834.848036293,-716.1696221176535,-67969.68642704375
z,10.875,-5447574.063236566,-68036.07665676903,5446842.738731389,-731.3245051773265,-68767.40116194636
z,11.0,-5447597.193385867,-68818.58024889603,5446850.658435747,-746.5349501203746,-69565.1151990164
z,11.125,-5447621.257388931,-69600.46646691393,5446858.898486301,-762.3589026294649,-70362.8253695434
z,11.25,-5447645.321391992,-70382.35268493462,5446867.138536857,-778.1828551348299,-71160.53554006945
z,11.375,-5447669.385637252,-71164.23904519994,5446875.378671296,-794.0069659557194,-71958.24601115566
z,11.5,-5447693.449398116,-71946.12512097415,5446883.618637967,-809.8307601492852,-72755.95588112343
z,11.625,-5447718.116670728,-72728.41102367826,5446892.064858435,-826.051812293008,-73554.46283597127
z,11.75,-5447743.257830467,-73511.01111754868,5446900.673034693,-842.5847957739606,-74353.59591332264
z,11.875,-5447768.399466405,-74293.6112173535,5446909.281375913,-859.1180904917419,-75152.72930784523
z,12.0,-5447793.786394382,-75076.04847243894,5446917.973872607,-875.8125217752531,-75951.86099421419
z,12.125,-5447819.943650354,-75857.97652714606,5446926.930661302,-893.01298905164,-76750.9895161977
z,12.25,-5447846.100906326,-76639.90458185319,5446935.887449997,-910.2134563298896,-77550.11803818308
z,12.375,-5447872.257929044,-77421.83277288545,5446944.84415787,-927.4137711739168,-78349.24654405937
z,12.5,-5447898.414942434,-78203.7606850937,5446953.80086255,-944.6140798842534,-79148.37476497795
z,12.625,-5447925.348640829,-78986.20313950069,5446963.022962991,-962.3256778381765,-79948.52881733887
