velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,250,250,1.0,0.0004523893421169302
9.25,250,250,1.0,0.0004523893421169302
9.5,250,250,1.0,0.0004523893421169302
9.75,250,250,1.0,0.0004523893421169302
10.0,250,250,1.0,0.0004523893421169302
10.25,250,250,1.0,0.0004523893421169302
10.5,250,250,1.0,0.0004523893421169302
10.75,250,250,1.0,0.0004523893421169302
11.0,250,250,1.0,0.0004523893421169302
11.25,250,250,1.0,0.0004523893421169302
11.5,250,250,1.0,0.0004523893421169302
11.75,250,250,1.0,0.0004523893421169302
12.0,250,250,1.0,0.0004523893421169302
12.25,250,250,1.0,0.0004523893421169302
12.5,250,250,1.0,0.0004523893421169302
12.75,250,250,1.0,0.0004523893421169302
13.0,250,250,1.0,0.0004523893421169302
13.25,250,250,1.0,0.0004523893421169302
13.5,250,250,1.0,0.0004523893421169302
13.75,250,250,1.0,0.0004523893421169302
14.0,250,250,1.0,0.0004523893421169302
14.25,250,250,1.0,0.0004523893421169302
14.5,250,250,1.0,0.0004523893421169302
14.75,250,250,1.0,0.0004523893421169302
15.0,250,250,1.0,0.0004523893421169302
15.25,250,250,1.0,0.0004523893421169302
15.5,250,250,1.0,0.0004523893421169302
15.75,250,250,1.0,0.0004523893421169302
16.0,250,250,1.0,0.0004523893421169302
16.25,250,250,1.0,0.0004523893421169302
16.5,250,250,1.0,0.0004523893421169302
16.75,250,250,1.0,0.0004523893421169302
17.0,250,250,1.0,0.0004523893421169302
17.25,250,250,1.0,0.0004523893421169302
17.5,250,250,1.0,0.0004523893421169302
17.75,250,250,1.0,0.0004523893421169302
18.0,250,250,1.0,0.0004523893421169302
18.25,250,250,1.0,0.0004523893421169302
18.5,250,250,1.0,0.0004523893421169302
18.75,250,250,1.0,0.0004523893421169302
19.0,250,250,1.0,0.0004523893421169302
19.25,250,250,1.0,0.0004523893421169302
19.5,250,250,1.0,0.0004523893421169302
19.75,250,250,1.0,0.0004523893421169302
20.0,250,250,1.0,0.0004523893421169302
20.25,250,250,1.0,0.0004523893421169302
20.5,250,250,1.0,0.0004523893421169302
20.75,250,250,1.0,0.0004523893421169302
21.0,249,250,0.996,0.0004505797847484625
21.25,249,250,0.996,0.0004505797847484625
21.5,249,250,0.996,0.0004505797847484625
21.75,249,250,0.996,0.0004505797847484625
22.0,249,250,0.996,0.0004505797847484625
22.25,249,250,0.996,0.0004505797847484625
22.5,248,250,0.992,0.00044877022737999474
22.75,247,250,0.988,0.00044696067001152704
